,provider_id,provider_name,year,total_avg_payment,payment_rank
1030,50736,MONTEREY PARK HOSPITAL,2011,369.10622857142863,1031
1031,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2013,368.88303314033334,1032
1032,50118,DOCTORS HOSPITAL OF MANTECA,2011,368.7975086485714,1033
1033,220100,SOUTH SHORE HOSPITAL,2012,368.6679926454167,1034
1034,310003,PALISADES MEDICAL CENTER,2013,368.5617044653846,1035
1035,50082,ST JOHNS REGIONAL MEDICAL CENTER,2011,368.5439990675,1036
1036,10131,CRESTWOOD MEDICAL CENTER,2013,368.5414995845454,1037
1037,450221,MOORE COUNTY HOSPITAL DISTRICT,2013,368.44210646,1038
1038,50485,LONG BEACH MEMORIAL MEDICAL CENTER,2011,368.2998427747619,1039
1039,330061,LAWRENCE HOSPITAL CENTER,2011,368.0581669492307,1040
1040,50101,SUTTER SOLANO MEDICAL CENTER,2012,367.5986512066666,1041
1041,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",2011,367.519161472,1042
1042,360270,MERCY HOSPITAL OF DEFIANCE,2011,367.28584965,1043
1043,670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,2012,367.28055119625,1044
1044,370225,SUMMIT MEDICAL CENTER,2011,367.095754225,1045
1045,180046,BOURBON COMMUNITY HOSPITAL,2012,367.0844682833333,1046
1046,50727,COMMUNITY HOSPITAL OF LONG BEACH,2012,367.04943251,1047
1047,330261,PHELPS MEMORIAL HOSPITAL ASSN,2011,366.9856303440909,1048
1048,450162,GRACE MEDICAL CENTER,2013,366.9202218125,1049
1049,670052,DOCTORS HOSPITAL,2012,366.8918673375,1050
1050,50414,MERCY HOSPITAL OF FOLSOM,2013,366.4984333666667,1051
1051,100228,WESTSIDE REGIONAL MEDICAL CENTER,2012,366.43157591,1052
1052,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,2012,366.37689016785714,1053
1053,530011,MEMORIAL HOSPITAL SWEETWATER COUNTY,2012,366.3094711011111,1054
1054,460017,BRIGHAM CITY COMMUNITY HOSPITAL,2011,366.25657308875003,1055
1055,460058,RIVERTON HOSPITAL,2012,366.2561277575,1056
1056,330061,LAWRENCE HOSPITAL CENTER,2012,366.1541866484616,1057
1057,150150,DUPONT HOSPITAL LLC,2012,366.1360929290909,1058
1058,50254,MARSHALL MEDICAL CENTER (1-RH),2013,365.9914833869565,1059
1059,90001,GEORGE WASHINGTON UNIV HOSPITAL,2011,365.9004202776471,1060
1060,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,2013,365.86994156599997,1061
1061,60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,2011,365.8440595888889,1062
1062,450465,MATAGORDA REGIONAL MEDICAL CENTER,2012,365.77071065363634,1063
1063,450653,SCENIC MOUNTAIN MEDICAL CENTER,2013,365.76269910857144,1064
1064,100238,NORTHSIDE HOSPITAL,2013,365.71353080000006,1065
1065,50708,FRESNO SURGICAL HOSPITAL,2011,365.7028581,1066
1066,50254,MARSHALL MEDICAL CENTER (1-RH),2011,365.6999105954546,1067
1067,30118,YAVAPAI REGIONAL MEDICAL CENTER-EAST,2012,365.552863936,1068
1068,310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,2012,365.50808402583334,1069
1069,50708,FRESNO SURGICAL HOSPITAL,2012,365.39846665,1070
1070,360189,MADISON COUNTY HOSPITAL INC,2012,365.3033857175,1071
1071,50168,ST JUDE MEDICAL CENTER,2011,365.20223112684215,1072
1072,10152,INFIRMARY WEST,2012,365.201397425,1073
1073,100048,JAY HOSPITAL,2013,365.07940572,1074
1074,40001,SILOAM SPRINGS REGIONAL HOSPITAL,2012,364.934208825,1075
1075,670059,ST LUKES LAKESIDE HOSPITAL,2012,364.900962875,1076
1076,50110,LOMPOC VALLEY MEDICAL CENTER,2012,364.677571235,1077
1077,310075,MONMOUTH MEDICAL CENTER,2011,364.65910672666666,1078
1078,10131,CRESTWOOD MEDICAL CENTER,2011,364.52444668529415,1079
1079,60065,NORTH SUBURBAN MEDICAL CENTER,2011,364.4537288,1080
1080,190175,RIVER PARISHES HOSPITAL,2013,364.27825259300005,1081
1081,50752,HOLLYWOOD COMMUNITY HOSPITAL  AT BROTMAN MED CTR,2012,364.0139799128571,1082
1082,50136,PETALUMA VALLEY HOSPITAL,2012,363.94461994166664,1083
1083,330101,NEW YORK-PRESBYTERIAN HOSPITAL,2011,363.40215283708335,1084
1084,310076,SAINT BARNABAS MEDICAL CENTER,2013,363.3977303726316,1085
1085,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,2013,363.34708962,1086
1086,360054,HOLZER MEDICAL CENTER,2012,363.3298451654545,1087
1087,50737,GARFIELD MEDICAL CENTER,2012,363.2405488422222,1088
1088,120002,MAUI MEMORIAL MEDICAL CENTER,2011,363.2060648,1089
1089,70028,ST VINCENT'S MEDICAL CENTER,2013,362.9635276711765,1090
1090,100228,WESTSIDE REGIONAL MEDICAL CENTER,2011,362.8623834088889,1091
1091,110046,WALTON REGIONAL MEDICAL CENTER,2011,362.8259325,1092
1092,330214,NYU HOSPITALS CENTER,2011,362.8017235377273,1093
1093,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,2011,362.7780121517391,1094
1094,60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,2013,362.70227652222223,1095
1095,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,2012,362.672329068,1096
1096,50296,HAZEL HAWKINS MEMORIAL HOSPITAL,2012,362.5516383085714,1097
1097,100244,CAPE CORAL HOSPITAL,2011,362.45653876555554,1098
1098,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,2012,362.4307825866667,1099
1099,310008,HOLY NAME MEDICAL CENTER,2013,362.33408224153845,1100
1100,450702,LONGVIEW REGIONAL MEDICAL CENTER,2013,362.25631555071425,1101
1101,330043,SOUTHSIDE HOSPITAL,2012,362.25358385199996,1102
1102,50506,SIERRA VISTA REGIONAL MEDICAL CENTER,2013,362.21350989999996,1103
1103,50298,BARSTOW COMMUNITY HOSPITAL,2012,362.189960458,1104
1104,230037,HILLSDALE COMMUNITY HEALTH CENTER,2013,362.10425246700004,1105
1105,390316,SURGICAL INSTITUTE OF READING,2013,361.99826715,1106
1106,330304,WHITE PLAINS HOSPITAL CENTER,2011,361.88175627000004,1107
1107,50517,VICTOR VALLEY COMMUNITY HOSPITAL,2012,361.751821026,1108
1108,50101,SUTTER SOLANO MEDICAL CENTER,2011,361.68354191428574,1109
1109,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,2012,361.63890452444446,1110
1110,50298,BARSTOW COMMUNITY HOSPITAL,2013,361.409089404,1111
1111,330049,NORTHERN DUTCHESS HOSPITAL,2011,361.35190856727274,1112
1112,50390,HEMET VALLEY MEDICAL CENTER,2013,361.34625545,1113
1113,310052,OCEAN MEDICAL CENTER,2013,361.3135858605263,1114
1114,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,2013,361.1982835009091,1115
1115,60118,ST ANTHONY SUMMIT MEDICAL CENTER,2011,361.17927634333336,1116
1116,330115,ONEIDA HEALTHCARE CENTER,2011,361.0858686,1117
1117,190250,LOUISIANA  HEART HOSPITAL,2013,360.96921252857146,1118
1118,50414,MERCY HOSPITAL OF FOLSOM,2012,360.94324761666667,1119
1119,50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,2013,360.61613973,1120
1120,50704,MISSION COMMUNITY HOSPITAL - PANORAMA,2012,360.5846521175,1121
1121,50738,GREATER EL MONTE COMMUNITY HOSPITAL,2012,360.41833087500004,1122
1122,50625,CEDARS-SINAI MEDICAL CENTER,2013,360.41543010037043,1123
1123,450718,ROUND ROCK MEDICAL CENTER,2013,360.38628757777775,1124
1124,450210,ETMC CARTHAGE,2013,360.35188109625,1125
1125,100213,BLAKE MEDICAL CENTER,2012,360.26415087125,1126
1126,390084,SUNBURY COMMUNITY HOSPITAL,2012,359.71854204833335,1127
1127,220046,BERKSHIRE MEDICAL CENTER INC,2013,359.67602551392855,1128
1128,50006,ST JOSEPH HOSPITAL,2013,359.6477596391667,1129
1129,120019,KONA COMMUNITY HOSPITAL,2013,359.55657407399997,1130
1130,110030,CARTERSVILLE MEDICAL CENTER,2011,359.5240449325,1131
1131,330046,ST LUKE'S ROOSEVELT HOSPITAL,2011,359.4296856594737,1132
1132,240038,UNITED HOSPITAL,2012,359.34976944894737,1133
1133,310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,2011,359.3324310325,1134
1134,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,2011,359.32331555642855,1135
1135,50100,SHARP MEMORIAL HOSPITAL,2012,359.2862760516666,1136
1136,50709,DESERT VALLEY HOSPITAL,2011,359.15151515,1137
1137,250009,MAGNOLIA REGIONAL HEALTH CENTER,2011,359.05941726625,1138
1138,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,2012,358.950453369,1139
1139,390084,SUNBURY COMMUNITY HOSPITAL,2013,358.82037765499996,1140
1140,230146,HENRY FORD WYANDOTTE HOSPITAL,2012,358.66662045470594,1141
1141,50118,DOCTORS HOSPITAL OF MANTECA,2013,358.5036300214286,1142
1142,390312,CANCER TREATMENT CENTERS OF AMERICA,2011,358.47903555,1143
1143,220071,MASSACHUSETTS GENERAL HOSPITAL,2013,358.4432832655556,1144
1144,310016,CHRIST HOSPITAL,2011,358.44093048181816,1145
1145,330024,MOUNT SINAI HOSPITAL,2013,358.3478257931818,1146
1146,140019,SHELBY MEMORIAL HOSPITAL,2011,358.26310035555554,1147
1147,50335,SONORA REGIONAL MEDICAL CENTER,2012,358.20992195555556,1148
1148,240059,REGINA MEDICAL CENTER,2011,358.05774265,1149
1149,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,2013,357.8323774979167,1150
1150,220098,NASHOBA VALLEY MEDICAL CENTER,2012,357.71958343,1151
1151,170197,KANSAS MEDICAL CENTER LLC,2011,357.62584417999994,1152
1152,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,2011,357.62177729999996,1153
1153,330167,WINTHROP-UNIVERSITY HOSPITAL,2011,357.5957257594444,1154
1154,250104,ANDERSON REGIONAL MEDICAL CTR,2012,357.5196417225,1155
1155,110026,ELBERT MEMORIAL HOSPITAL,2013,357.402834425,1156
1156,110006,ST MARY'S HOSPITAL,2011,357.3964167866667,1157
1157,360189,MADISON COUNTY HOSPITAL INC,2011,357.3920272777778,1158
1158,50424,SCRIPPS GREEN HOSPITAL,2013,357.2755635236363,1159
1159,190250,LOUISIANA  HEART HOSPITAL,2012,357.14969008571427,1160
1160,150164,MONROE HOSPITAL,2011,357.1091250475,1161
1161,190246,P & S SURGICAL HOSPITAL,2013,357.0758651,1162
1162,670054,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,2012,357.05160647499997,1163
1163,140091,CARLE FOUNDATION HOSPITAL,2011,356.9728245688889,1164
1164,220020,SAINT ANNE'S HOSPITAL,2012,356.91620175863636,1165
1165,430094,SPEARFISH REGIONAL SURGERY CENTER,2013,356.90509384999996,1166
1166,60114,PARKER ADVENTIST HOSPITAL,2012,356.8514433544444,1167
1167,50438,HUNTINGTON MEMORIAL HOSPITAL,2012,356.8259591207143,1168
1168,440189,REGIONAL HOSPITAL OF JACKSON,2011,356.81232458571424,1169
1169,220012,CAPE COD HOSPITAL,2013,356.7804437552381,1170
1170,50006,ST JOSEPH HOSPITAL,2011,356.7361487852941,1171
1171,460013,MOUNTAIN VIEW HOSPITAL,2012,356.6179543325,1172
1172,380075,PROVIDENCE MEDFORD MEDICAL CENTER,2012,356.5504857594737,1173
1173,330208,ST JOHN'S RIVERSIDE HOSPITAL,2012,356.465475875,1174
1174,450369,CHILDRESS REGIONAL MEDICAL CENTER,2011,356.35903325714287,1175
1175,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,2012,356.3485366,1176
1176,10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,2012,356.2573352925,1177
1177,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,2012,356.19455699571427,1178
1178,30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2011,356.1461670290909,1179
1179,50537,SUTTER DAVIS HOSPITAL,2012,356.14120720333335,1180
1180,50043,ALTA BATES SUMMIT MEDICAL CENTER,2013,356.011671692,1181
1181,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,2011,356.011008248,1182
1182,390127,PHOENIXVILLE HOSPITAL,2013,356.0070262484615,1183
1183,440183,ST FRANCIS HOSPITAL,2011,355.94511828000003,1184
1184,450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,2011,355.84618212125,1185
1185,460057,PARK CITY MEDICAL CENTER,2012,355.591756894,1186
1186,100238,NORTHSIDE HOSPITAL,2011,355.5259059333334,1187
1187,100113,UF HEALTH SHANDS HOSPITAL,2013,355.4662272911111,1188
1188,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2011,355.4578333156667,1189
1189,50136,PETALUMA VALLEY HOSPITAL,2013,355.22814470833333,1190
1190,110187,CHESTATEE REGIONAL HOSPITAL,2012,355.19581864375,1191
1191,100106,DOCTOR'S MEMORIAL HOSPITAL INC,2012,355.1026641157143,1192
1192,330195,LONG ISLAND JEWISH MEDICAL CENTER,2012,355.0767251546667,1193
1193,190053,JENNINGS AMERICAN LEGION HOSPITAL,2011,355.0363214275,1194
1194,240132,UNITY HOSPITAL,2011,354.9421829,1195
1195,240014,NORTHFIELD HOSPITAL,2011,354.84295694083335,1196
1196,450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,2011,354.642545175,1197
1197,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,2013,354.63604139,1198
1198,450832,CHRISTUS ST CATHERINE HOSPITAL,2012,354.59606718714286,1199
1199,50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,2013,354.242111017,1200
1200,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,2012,354.15571066,1201
1201,220074,"SOUTHCOAST HOSPITAL GROUP, INC",2013,354.1072087148,1202
1202,50002,ST ROSE HOSPITAL,2013,354.08665010000004,1203
1203,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,2013,354.05068097733334,1204
1204,110219,ATLANTA MEDICAL CENTER-SOUTH CAMPUS,2012,353.8006631775,1205
1205,240053,PARK NICOLLET METHODIST HOSPITAL,2012,353.7963013676191,1206
1206,150075,BLUFFTON REGIONAL MEDICAL CENTER,2011,353.7821765425,1207
1207,50726,STANISLAUS SURGICAL HOSPITAL,2012,353.70316816142855,1208
1208,310120,SAINT CLARE'S HOSPITAL/SUSSEX,2012,353.66416776249997,1209
1209,450078,ANSON GENERAL HOSPITAL,2011,353.52,1210
1210,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,2012,353.4328855325,1211
1211,220088,NEW ENGLAND BAPTIST HOSPITAL,2013,353.2387135375,1212
1212,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,2012,353.172898191,1213
1213,450187,SCOTT & WHITE HOSPITAL BRENHAM,2013,353.16651556,1214
1214,50537,SUTTER DAVIS HOSPITAL,2013,353.0719947333334,1215
1215,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,2012,353.047668122,1216
1216,190250,"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC",2011,352.87609715,1217
1217,50168,ST JUDE MEDICAL CENTER,2012,352.73928825875004,1218
1218,100140,BAPTIST MEDICAL CENTER - NASSAU,2011,352.67943781428573,1219
1219,50696,KECK HOSPITAL OF USC,2011,352.67203431909087,1220
1220,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2012,352.6647718680953,1221
1221,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,2012,352.63399217315794,1222
1222,670054,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,2011,352.567714805,1223
1223,330208,ST JOHN'S RIVERSIDE HOSPITAL,2011,352.55644233875,1224
1224,30055,KINGMAN REGIONAL MEDICAL CENTER,2012,352.43116125800003,1225
1225,340020,CENTRAL CAROLINA HOSPITAL,2013,352.407390486,1226
1226,170058,MERCY HOSPITAL-FORT SCOTT,2012,352.33884181875,1227
1227,50557,MEMORIAL  MEDICAL CENTER,2013,352.2441138469231,1228
1228,140137,GREENVILLE REGIONAL HOSPITAL,2013,352.2390043325,1229
1229,180104,WESTERN BAPTIST HOSPITAL,2012,352.194328370625,1230
1230,390222,RIDDLE MEMORIAL HOSPITAL,2011,352.1529497846154,1231
1231,50079,DOCTORS MEDICAL CENTER - SAN PABLO,2013,352.1357802164706,1232
1232,50127,WOODLAND MEMORIAL HOSPITAL,2013,352.09494004166663,1233
1233,460019,UINTAH BASIN MEDICAL CENTER,2012,351.9867762471428,1234
1234,420073,LEXINGTON MEDICAL CENTER,2012,351.966039576875,1235
1235,230117,BORGESS MEDICAL CENTER,2012,351.8553054684211,1236
1236,330024,MOUNT SINAI HOSPITAL,2011,351.8097086857143,1237
1237,120014,WILCOX MEMORIAL HOSPITAL,2012,351.672270507,1238
1238,230105,NORTHERN MICHIGAN REGIONAL HOSPITAL,2011,351.6287398466667,1239
1239,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,2011,351.5962014570833,1240
1240,310008,HOLY NAME MEDICAL CENTER,2012,351.58803340625,1241
1241,250128,TRI LAKES MEDICAL CENTER,2013,351.56152067833335,1242
1242,10126,TROY REGIONAL MEDICAL CENTER,2011,351.5395897875,1243
1243,370022,JACKSON COUNTY MEMORIAL HOSPITAL,2011,351.4164774371429,1244
1244,450672,PLAZA MEDICAL CENTER OF FORT WORTH,2012,351.4083181533333,1245
1245,50625,CEDARS-SINAI MEDICAL CENTER,2012,351.18705191592596,1246
1246,220100,SOUTH SHORE HOSPITAL,2011,351.1803475691667,1247
1247,310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,2013,351.17316028,1248
1248,70024,WILLIAM W BACKUS HOSPITAL,2011,351.15624324263155,1249
1249,470005,RUTLAND REGIONAL MEDICAL CENTER,2012,351.03003074473685,1250
1250,500151,ST ANTHONY HOSPITAL,2011,350.95275465599997,1251
1251,10011,ST VINCENT'S EAST,2011,350.92890999,1252
1252,70033,DANBURY HOSPITAL,2011,350.86240384583334,1253
1253,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,2013,350.84412924,1254
1254,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",2012,350.8284544519048,1255
1255,60013,MERCY REGIONAL MEDICAL CENTER,2012,350.807948612,1256
1256,50136,PETALUMA VALLEY HOSPITAL,2011,350.6385905166667,1257
1257,220074,"SOUTHCOAST HOSPITAL GROUP, INC",2012,350.46958867434785,1258
1258,170014,RANSOM MEMORIAL HOSPITAL,2011,350.46154999888887,1259
1259,140137,GREENVILLE REGIONAL HOSPITAL,2012,350.44201466375,1260
1260,490063,INOVA FAIRFAX HOSPITAL,2011,350.35660739526315,1261
1261,240053,PARK NICOLLET METHODIST HOSPITAL,2013,350.3470344209524,1262
1262,50090,SONOMA VALLEY HOSPITAL,2011,350.34243365333333,1263
1263,450638,HOUSTON NORTHWEST MEDICAL CENTER,2011,350.3319161509091,1264
1264,10157,SHOALS HOSPITAL,2012,350.2755306357143,1265
1265,60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,2012,350.18221945,1266
1266,50506,SIERRA VISTA REGIONAL MEDICAL CENTER,2011,350.1217641888889,1267
1267,310016,CHRIST HOSPITAL,2012,350.10160961272726,1268
1268,150153,ST VINCENT HEART CENTER OF INDIANA LLC,2011,350.05415791428567,1269
1269,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,2011,349.94672915857143,1270
1270,450877,"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",2012,349.853107545,1271
1271,670059,ST LUKES LAKESIDE HOSPITAL,2011,349.7425370142857,1272
1272,330061,LAWRENCE HOSPITAL CENTER,2013,349.7196195318182,1273
1273,450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2012,349.6702512785714,1274
1274,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,2012,349.56608973809523,1275
1275,100106,DOCTOR'S MEMORIAL HOSPITAL INC,2013,349.3815372642857,1276
1276,450702,LONGVIEW REGIONAL MEDICAL CENTER,2011,349.28965311636364,1277
1277,330195,LONG ISLAND JEWISH MEDICAL CENTER,2013,349.2763078252941,1278
1278,30115,BANNER ESTRELLA MEDICAL CENTER,2011,349.17637317333333,1279
1279,50121,ADVENTIST MEDICAL CENTER,2011,349.17084671875,1280
1280,460057,PARK CITY MEDICAL CENTER,2013,349.165375145,1281
1281,280128,NEBRASKA HEART HOSPITAL,2011,349.0819177325,1282
1282,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2012,349.06756025699997,1283
1283,230031,ST JOSEPH MERCY PORT HURON,2011,349.031469737,1284
1284,310051,OVERLOOK HOSPITAL,2011,348.9888197890476,1285
1285,460030,ASHLEY VALLEY MEDICAL CENTER,2011,348.93526317777776,1286
1286,490110,LEWISGALE HOSPITAL MONTGOMERY,2012,348.4345900663636,1287
1287,220036,ST ELIZABETH'S MEDICAL CENTER,2012,348.37029372999996,1288
1288,670055,METHODIST STONE OAK HOSPITAL,2012,348.34312920714285,1289
1289,150153,ST VINCENT HEART CENTER OF INDIANA LLC,2013,348.24655688571426,1290
1290,530010,LANDER REGIONAL HOSPITAL,2011,348.22116737999994,1291
1291,390316,SURGICAL INSTITUTE OF READING,2011,348.17485625,1292
1292,240069,OWATONNA HOSPITAL,2012,348.05382591333336,1293
1293,280061,REGIONAL WEST MEDICAL CENTER,2013,347.97678949000004,1294
1294,170033,CENTRAL KANSAS MEDICAL CENTER,2011,347.9296737611111,1295
1295,240084,VIRGINIA REGIONAL MEDICAL CENTER,2011,347.913829336,1296
1296,140117,PRESENCE RESURRECTION MEDICAL CENTER,2012,347.89108717550005,1297
1297,330162,NORTHERN WESTCHESTER HOSPITAL,2012,347.88523751125,1298
1298,230301,OAKLAND REGIONAL HOSPITAL,2013,347.8627219,1299
1299,50174,SANTA ROSA MEMORIAL HOSPITAL,2013,347.780716838125,1300
1300,430094,SPEARFISH REGIONAL SURGERY CENTER,2012,347.70702385,1301
1301,430092,DAKOTA PLAINS SURGICAL CENTER LLP,2013,347.6332256333333,1302
1302,490002,RUSSELL COUNTY MEDICAL CENTER,2012,347.56079505,1303
1303,330049,NORTHERN DUTCHESS HOSPITAL,2012,347.51485988818183,1304
1304,310113,SOUTHERN OCEAN MEDICAL CENTER,2013,347.5141003926316,1305
1305,450808,NORTHWEST HILLS SURGICAL HOSPITAL,2013,347.5010847,1306
1306,460013,MOUNTAIN VIEW HOSPITAL,2011,347.4981605811111,1307
1307,450219,SCOTT & WHITE HOSPITAL-LLANO,2011,347.3726087,1308
1308,240132,UNITY HOSPITAL,2013,347.35369855,1309
1309,310041,COMMUNITY MEDICAL CENTER,2012,347.2662163045,1310
1310,440010,WAYNE MEDICAL CENTER,2013,347.2087318166666,1311
1311,190246,P & S SURGICAL HOSPITAL,2012,347.20330005,1312
1312,50067,OAK VALLEY DISTRICT HOSPITAL,2013,347.07535214200004,1313
1313,440010,WAYNE MEDICAL CENTER,2012,347.0524676883333,1314
1314,390080,JEANES HOSPITAL,2011,347.0508246141667,1315
1315,450867,SETON  NORTHWEST HOSPITAL,2013,346.98943502142856,1316
1316,260191,BARNES-JEWISH ST PETERS HOSPITAL,2012,346.9097229075,1317
1317,420037,HILLCREST MEMORIAL HOSPITAL,2011,346.8452836311111,1318
1318,450403,MEDICAL CENTER OF MCKINNEY,2012,346.7418585244444,1319
1319,110027,"TY COBB REGIONAL MEDICAL CENTER, LLC",2012,346.60626851333336,1320
1320,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2011,346.52329217777776,1321
1321,230066,MERCY HEALTH HACKLEY CAMPUS,2013,346.46643785153844,1322
1322,220101,NEWTON-WELLESLEY HOSPITAL,2013,346.32017567842104,1323
1323,520205,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,2013,346.2576673,1324
1324,10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,2011,346.25300894875,1325
1325,50007,PENINSULA MEDICAL CENTER,2011,346.19806021769233,1326
1326,450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2013,346.05137555,1327
1327,430091,BLACK HILLS SURGICAL HOSPITAL LLP,2011,346.0291959666667,1328
1328,150165,FRANCISCAN HEALTHCARE - MUNSTER,2013,346.0246240316667,1329
1329,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,2012,345.9844136266667,1330
1330,50557,MEMORIAL  MEDICAL CENTER,2012,345.90041561600003,1331
1331,110230,EMORY JOHNS CREEK HOSPITAL,2012,345.89090331,1332
1332,220071,MASSACHUSETTS GENERAL HOSPITAL,2011,345.88630217571426,1333
1333,160080,MERCY MEDICAL CENTER-CLINTON,2011,345.8612638407692,1334
1334,330101,NEW YORK-PRESBYTERIAN HOSPITAL,2012,345.82078335079996,1335
1335,330234,WESTCHESTER MEDICAL CENTER,2012,345.7516500325,1336
1336,60008,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,2013,345.588911763,1337
1337,50757,ALVARADO HOSPITAL MEDICAL CENTER,2011,345.5820279833333,1338
1338,330043,SOUTHSIDE HOSPITAL,2011,345.5378320026667,1339
1339,450369,CHILDRESS REGIONAL MEDICAL CENTER,2013,345.47713348428573,1340
1340,500054,PROVIDENCE SACRED HEART MEDICAL CENTER,2011,345.47528950055556,1341
1341,390322,BUCKS COUNTY SPECIALTY HOSPITAL,2013,345.28957305,1342
1342,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,2012,345.288379865,1343
1343,110005,NORTHSIDE HOSPITAL FORSYTH,2013,345.20941987071427,1344
1344,500054,PROVIDENCE SACRED HEART MEDICAL CENTER,2013,345.20788695375,1345
1345,330157,SAMARITAN MEDICAL CENTER,2012,345.122137545,1346
1346,440061,VOLUNTEER COMMUNITY HOSPITAL,2012,345.1043054683333,1347
1347,240104,ST FRANCIS REGIONAL MEDICAL CENTER,2012,344.9866975808333,1348
1348,50069,ST JOSEPH HOSPITAL,2012,344.89892788875,1349
1349,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,2011,344.88769883571433,1350
1350,240038,UNITED HOSPITAL,2013,344.6639058494737,1351
1351,390322,BUCKS COUNTY SPECIALTY HOSPITAL,2011,344.60017545,1352
1352,320067,GUADALUPE COUNTY HOSPITAL,2011,344.43,1353
1353,370002,WOODWARD REGIONAL HOSPITAL,2013,344.40928797000004,1354
1354,370138,MEMORIAL HOSPITAL OF TEXAS COUNTY,2011,344.3810028333333,1355
1355,450369,CHILDRESS REGIONAL MEDICAL CENTER,2012,344.35941193857144,1356
1356,330304,WHITE PLAINS HOSPITAL CENTER,2013,344.2852268207143,1357
1357,450718,ROUND ROCK MEDICAL CENTER,2012,344.25278375333335,1358
1358,450647,MEDICAL CITY DALLAS HOSPITAL,2011,344.2157211823529,1359
1359,30094,ARROWHEAD HOSPITAL,2011,344.212718,1360
1360,50281,ALHAMBRA HOSPITAL MEDICAL CENTER,2011,344.1886666666667,1361
1361,10164,COOSA VALLEY MEDICAL CENTER,2011,344.0905879475,1362
1362,670012,HOUSTON ORTHOPEDIC AND SPINE HOSPITAL,2012,344.0777347,1363
1363,240010,MAYO CLINIC HOSPITAL ROCHESTER,2013,344.0353796247059,1364
1364,670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,2013,343.9688524671428,1365
1365,50438,HUNTINGTON MEMORIAL HOSPITAL,2011,343.96856496785716,1366
